var_orig,label_orig,type_orig,var_new,type_new,label_new,keep
s07q22__1,7.22	Quel type de garantie préféreriez-vous donner&nbsp;?:Caution solidaire,numeric,,,,0
s07q22__2,7.22	Quel type de garantie préféreriez-vous donner&nbsp;?:Biens physiques,numeric,,,,0
s07q22__3,7.22	Quel type de garantie préféreriez-vous donner&nbsp;?:Caution d’une autre pe,numeric,,,,0
s07q22__4,7.22	Quel type de garantie préféreriez-vous donner&nbsp;?:Epargne (fiduciaire),numeric,,,,0
s07q22__5,7.22	Quel type de garantie préféreriez-vous donner&nbsp;?:Attestation de possess,numeric,,,,0
s07q22__96,7.22	Quel type de garantie préféreriez-vous donner&nbsp;?:Autres (préciser),numeric,,,,0
s07q22_autre,Autre type de garantie,character,,,,0
s07q23__1,7.23 Pour vous quels sont les 3 éléments les plus importants si vous aviez à dem,numeric,,,,0
s07q23__2,7.23 Pour vous quels sont les 3 éléments les plus importants si vous aviez à dem,numeric,,,,0
s07q23__3,7.23 Pour vous quels sont les 3 éléments les plus importants si vous aviez à dem,numeric,,,,0
s07q23__4,7.23 Pour vous quels sont les 3 éléments les plus importants si vous aviez à dem,numeric,,,,0
s07q23__5,7.23 Pour vous quels sont les 3 éléments les plus importants si vous aviez à dem,numeric,,,,0
s07q23__6,7.23 Pour vous quels sont les 3 éléments les plus importants si vous aviez à dem,numeric,,,,0
s07q23__7,7.23 Pour vous quels sont les 3 éléments les plus importants si vous aviez à dem,numeric,,,,0
s07q23__8,7.23 Pour vous quels sont les 3 éléments les plus importants si vous aviez à dem,numeric,,,,0
s07q23__9,7.23 Pour vous quels sont les 3 éléments les plus importants si vous aviez à dem,numeric,,,,0
s07q23__96,7.23 Pour vous quels sont les 3 éléments les plus importants si vous aviez à dem,numeric,,,,0
s07q23_autre__0,Autres éléments plus importants:0,character,,,,0
s07q23_autre__0c,Autres éléments plus importants:0c,numeric,,,,0
s07q23_autre__1,Autres éléments plus importants:1,character,,,,0
s07q23_autre__1c,Autres éléments plus importants:1c,numeric,,,,0
s07q23_autre__2,Autres éléments plus importants:2,character,,,,0
s07q23_autre__2c,Autres éléments plus importants:2c,numeric,,,,0
s07q24,7.24	Connaissez-vous les produits islamiques ?,labelled,,,,0
s07q25,7.25	Avez-vous déjà bénéficié d’un produit prêt islamique,labelled,,,,0
s07q26,7.26 Si Oui Lequel (Le dernier)?,labelled,,,,0
s07q26_autre,Préciser l'autre produit,character,,,,0
s07q27,7.27 Si oui  Dans quelle institution ?,character,,,,0
s07q28,7.28 Si non souhaitez-vous en bénéficier&nbsp;?,labelled,,,,0
s07q29,7.29	Par lequel seriez-vous le plus intéressé ?,labelled,,,,0
s07q29_autre,Préciser l'autre qui vous intéresse,character,,,,0
s07q30,7.30	Connaissez-vous les produits crédits/pret via mobile (Pret mobile; Exemple,labelled,,,,0
s07q31,7.31	Avez-vous déjà bénéficié d’un produit prêt mobile ces 12 derniers mois?,labelled,,,,0
s07q32,"7.32 Si oui, dans quelle institution ?",character,,,,0
s07q33a,7.33A	Combien s’élèvait le montant de cet credit (votre dernier credit)  ?,numeric,,,,0
s07q33b,7.33B Que fut le temps moyen pour le traitement de votre dossier de crédit (Temp,labelled,,,,0
s07q34,7.34 Si  non souhaitez-vous en bénéficier&nbsp;?,labelled,,,,0
s08q01,8.01 Épargnez-vous?,labelled,epargne_oui,numeric,Épargne régulièrement,1
s08q02__1,8.02 Où mettez-vous votre épargne ?:A la maison,numeric,s08q02__1,numeric,Choix multiple : s08q02__1,1
s08q02__2,"8.02 Où mettez-vous votre épargne ?:Achats de bijoux, animaux, marchandises",numeric,s08q02__2,numeric,Choix multiple : s08q02__2,1
s08q02__3,8.02 Où mettez-vous votre épargne ?:Dans un IMF,numeric,s08q02__3,numeric,Choix multiple : s08q02__3,1
s08q02__4,8.02 Où mettez-vous votre épargne ?:A la banque,numeric,s08q02__4,numeric,Choix multiple : s08q02__4,1
s08q02__5,8.02 Où mettez-vous votre épargne ?:Poste,numeric,s08q02__5,numeric,Choix multiple : s08q02__5,1
s08q02__6,8.02 Où mettez-vous votre épargne ?:Association de tontine,numeric,s08q02__6,numeric,Choix multiple : s08q02__6,1
s08q02__7,8.02 Où mettez-vous votre épargne ?:Portefeuille électronique,numeric,s08q02__7,numeric,Choix multiple : s08q02__7,1
s08q02__8,8.02 Où mettez-vous votre épargne ?:chez des Parents/amis,numeric,s08q02__8,numeric,Choix multiple : s08q02__8,1
s08q02__96,8.02 Où mettez-vous votre épargne ?:Autres(à préciser),numeric,s08q02__96,numeric,Choix multiple : s08q02__96,1
s08q02_autre,Autre lieu d'épargne,character,,,,0
s08q03__0,"8.03 Si vous avez un compte d’épargne formel , dans quelle(s) structure(s) se tr",labelled,,,,0
s08q03__1,"8.03 Si vous avez un compte d’épargne formel , dans quelle(s) structure(s) se tr",labelled,,,,0
s08q03__2,"8.03 Si vous avez un compte d’épargne formel , dans quelle(s) structure(s) se tr",labelled,,,,0
s08q03__3,"8.03 Si vous avez un compte d’épargne formel , dans quelle(s) structure(s) se tr",labelled,,,,0
s08q04__1,8.04 Quel(s) types de comptes avez-vous ?:Compte courant,numeric,s08q04__1,numeric,Choix multiple : s08q04__1,1
s08q04__2,8.04 Quel(s) types de comptes avez-vous ?:Compte épargne à vue,numeric,s08q04__2,numeric,Choix multiple : s08q04__2,1
s08q04__3,8.04 Quel(s) types de comptes avez-vous ?:Compte épargne bloquée,numeric,s08q04__3,numeric,Choix multiple : s08q04__3,1
s08q04__4,8.04 Quel(s) types de comptes avez-vous ?:Compte épargne spécialisée (épargne éd,numeric,s08q04__4,numeric,Choix multiple : s08q04__4,1
s08q04__96,8.04 Quel(s) types de comptes avez-vous ?:Autre (préciser),numeric,s08q04__96,numeric,Choix multiple : s08q04__96,1
s08q06__1,"8.06
Pourquoi mettez-vous de l’argent de côté ?:Pour les investissements futurs",numeric,,,,0
s08q06__2,"8.06
Pourquoi mettez-vous de l’argent de côté ?:Pour ne pas dépenser inutilement",numeric,,,,0
s08q06__3,"8.06
Pourquoi mettez-vous de l’argent de côté ?:Pour avoir des intérêts",numeric,,,,0
s08q06__4,"8.06
Pourquoi mettez-vous de l’argent de côté ?:Pour la retraite",numeric,,,,0
s08q06__5,"8.06
Pourquoi mettez-vous de l’argent de côté ?:Pour la scolarité des enfants",numeric,,,,0
s08q06__6,"8.06
Pourquoi mettez-vous de l’argent de côté ?:Pour des célébrations diverses",numeric,,,,0
s08q06__7,"8.06
Pourquoi mettez-vous de l’argent de côté ?:Pour faire face à une possible b",numeric,,,,0
s08q06__8,"8.06
Pourquoi mettez-vous de l’argent de côté ?:Parce qu’on ne sait jamais",numeric,,,,0
s08q06__9,"8.06
Pourquoi mettez-vous de l’argent de côté ?:Pour les soins de santé",numeric,,,,0
s08q06__10,"8.06
Pourquoi mettez-vous de l’argent de côté ?:Pour obtenir un crédit",numeric,,,,0
s08q06__11,"8.06
Pourquoi mettez-vous de l’argent de côté ?:A des fins de consommation",numeric,,,,0
s08q06__12,"8.06
Pourquoi mettez-vous de l’argent de côté ?:Par sécurité, pour ne pas garder",numeric,,,,0
s08q06__13,"8.06
Pourquoi mettez-vous de l’argent de côté ?:Partir en pèlerinage / envoyer u",numeric,,,,0
s08q06__96,"8.06
Pourquoi mettez-vous de l’argent de côté ?:Autres (préciser________________",numeric,,,,0
s08q06_autre,Autre raison de mettre de l'argent à coté,character,,,,0
s08q07__1,"8.07 Sur les 12 derniers mois, via quel canal avez vous eu accès à votre épargne",numeric,,,,0
s08q07__2,"8.07 Sur les 12 derniers mois, via quel canal avez vous eu accès à votre épargne",numeric,,,,0
s08q07__3,"8.07 Sur les 12 derniers mois, via quel canal avez vous eu accès à votre épargne",numeric,,,,0
s08q07__4,"8.07 Sur les 12 derniers mois, via quel canal avez vous eu accès à votre épargne",numeric,,,,0
s08q07__5,"8.07 Sur les 12 derniers mois, via quel canal avez vous eu accès à votre épargne",numeric,,,,0
s08q07__96,"8.07 Sur les 12 derniers mois, via quel canal avez vous eu accès à votre épargne",numeric,,,,0
s08q07__6,"8.07 Sur les 12 derniers mois, via quel canal avez vous eu accès à votre épargne",numeric,,,,0
s08q07__90,"8.07 Sur les 12 derniers mois, via quel canal avez vous eu accès à votre épargne",numeric,,,,0
s08q07_autre,Autre canal d'investissement,character,,,,0
s08q08,8.08 Investissement de l’épargne:Avez-vous investi votre épargne lors des 12 der,labelled,a_investi_epargne,numeric,A investi son épargne (12 derniers mois),1
s08q09__1,8.09 Dans quel type d’investissement placez-vous votre épargne ou celle de votre,numeric,,,,0
s08q09__2,8.09 Dans quel type d’investissement placez-vous votre épargne ou celle de votre,numeric,,,,0
s08q09__3,8.09 Dans quel type d’investissement placez-vous votre épargne ou celle de votre,numeric,,,,0
s08q09__4,8.09 Dans quel type d’investissement placez-vous votre épargne ou celle de votre,numeric,,,,0
s08q09__5,8.09 Dans quel type d’investissement placez-vous votre épargne ou celle de votre,numeric,,,,0
s08q09__6,8.09 Dans quel type d’investissement placez-vous votre épargne ou celle de votre,numeric,,,,0
s08q09__7,8.09 Dans quel type d’investissement placez-vous votre épargne ou celle de votre,numeric,,,,0
s08q09__96,8.09 Dans quel type d’investissement placez-vous votre épargne ou celle de votre,numeric,,,,0
s08q09_autre,Autre type d'investissement,character,,,,0
s08q10__1,8.10 Pourquoi n’investissez-vous pas votre épargne se trouvant auprès des PSF&nb,numeric,,,,0
s08q10__2,8.10 Pourquoi n’investissez-vous pas votre épargne se trouvant auprès des PSF&nb,numeric,,,,0
s08q10__3,8.10 Pourquoi n’investissez-vous pas votre épargne se trouvant auprès des PSF&nb,numeric,,,,0
s08q10__96,8.10 Pourquoi n’investissez-vous pas votre épargne se trouvant auprès des PSF&nb,numeric,,,,0
s08q10_autre,Autre raison de ne pas investir,character,,,,0
s09aq01,9a.01 Au cours des 12 derniers mois avez-vous recu de l’argent que ce soit de l’,labelled,,,,0
s09aq02,9a.02 A quelle fréquence  recevez-vous de l’argent ?,labelled,,,,0
s09aq03,9a.03 Par quelle voie recevez-vous  le plus souvent cet argent ?,labelled,,,,0
s09aq03_autre,Autre voie de reception,character,,,,0
s09aq04__1,9a.04 Pour quelles raisons utilisez-vous ce moyen&nbsp;pour recevoir l'argent?:S,numeric,,,,0
s09aq04__2,9a.04 Pour quelles raisons utilisez-vous ce moyen&nbsp;pour recevoir l'argent?:R,numeric,,,,0
s09aq04__3,9a.04 Pour quelles raisons utilisez-vous ce moyen&nbsp;pour recevoir l'argent?:M,numeric,,,,0
s09aq04__4,9a.04 Pour quelles raisons utilisez-vous ce moyen&nbsp;pour recevoir l'argent?:P,numeric,,,,0
s09aq04__5,9a.04 Pour quelles raisons utilisez-vous ce moyen&nbsp;pour recevoir l'argent?:P,numeric,,,,0
s09aq04__6,9a.04 Pour quelles raisons utilisez-vous ce moyen&nbsp;pour recevoir l'argent?:J,numeric,,,,0
s09aq04__7,9a.04 Pour quelles raisons utilisez-vous ce moyen&nbsp;pour recevoir l'argent?:J,numeric,,,,0
s09aq04__8,9a.04 Pour quelles raisons utilisez-vous ce moyen&nbsp;pour recevoir l'argent?:L,numeric,,,,0
s09aq04__9,9a.04 Pour quelles raisons utilisez-vous ce moyen&nbsp;pour recevoir l'argent?:F,numeric,,,,0
s09aq04__10,9a.04 Pour quelles raisons utilisez-vous ce moyen&nbsp;pour recevoir l'argent?:F,numeric,,,,0
s09aq04__96,9a.04 Pour quelles raisons utilisez-vous ce moyen&nbsp;pour recevoir l'argent?:A,numeric,,,,0
s09q04_autre,Autre raison,character,,,,0
s09aq05__1,9a.05 Motifs du transfert&nbsp;: à quoi a servi le transfert reçu&nbsp;?:Soins d,numeric,,,,0
s09aq05__2,9a.05 Motifs du transfert&nbsp;: à quoi a servi le transfert reçu&nbsp;?:Scolari,numeric,,,,0
s09aq05__3,9a.05 Motifs du transfert&nbsp;: à quoi a servi le transfert reçu&nbsp;?:Aliment,numeric,,,,0
s09aq05__4,9a.05 Motifs du transfert&nbsp;: à quoi a servi le transfert reçu&nbsp;?:Funérai,numeric,,,,0
s09aq05__5,9a.05 Motifs du transfert&nbsp;: à quoi a servi le transfert reçu&nbsp;?:Achat t,numeric,,,,0
s09aq05__6,9a.05 Motifs du transfert&nbsp;: à quoi a servi le transfert reçu&nbsp;?:Pèlerin,numeric,,,,0
s09aq05__7,9a.05 Motifs du transfert&nbsp;: à quoi a servi le transfert reçu&nbsp;?:paiemen,numeric,,,,0
s09aq05__8,9a.05 Motifs du transfert&nbsp;: à quoi a servi le transfert reçu&nbsp;?:règleme,numeric,,,,0
s09aq05__9,9a.05 Motifs du transfert&nbsp;: à quoi a servi le transfert reçu&nbsp;?:Créatio,numeric,,,,0
s09aq05__96,9a.05 Motifs du transfert&nbsp;: à quoi a servi le transfert reçu&nbsp;?:Autres,numeric,,,,0
s09q05_autre,Autre motif,character,,,,0
s09aq06,9a.06 Quelle est la provenance (pays de provenance) du transfert?,labelled,,,,0
s09aq06a,Région,character,,,,0
s09aq07,9a.07 Délai de traitement de la transaction&nbsp;: Combien de temps avez-vous mi,labelled,,,,0
s09aq08,9a.08 Réception de transfert du dernier transfert&nbsp;: Quel est le montant de,labelled,,,,0
s09aq09,9a.09 Coût réception de transfert du dernier transfert&nbsp;: Quel est le coût m,labelled,,,,0
s09aq10__1,9a.10 Liens Relationnels&nbsp;: De qui provient le transfert ?:Ami,numeric,,,,0
s09aq10__2,9a.10 Liens Relationnels&nbsp;: De qui provient le transfert ?:Famille,numeric,,,,0
s09aq10__3,9a.10 Liens Relationnels&nbsp;: De qui provient le transfert ?:Œuvre de charité/,numeric,,,,0
s09aq10__96,9a.10 Liens Relationnels&nbsp;: De qui provient le transfert ?:Autres raisons (p,numeric,,,,0
s09aq10_autre,Autre lien relationnel,character,,,,0
s09bq01,"9b.01 Au cours des 12 derniers mois, avez-vous envoyé de l’argent que ce soit à",labelled,,,,0
s09bq02,9b.02 A quelle fréquence envoyez-vous de l’argent ? (Ne pas citer - plusieurs ré,labelled,,,,0
s09bq03,9b.03 Par quelle voie envoyez-vous  le plus cet argent ?,labelled,,,,0
s09bq03_autres,Autres voie d'envoie,character,,,,0
s09bq04__1,9b.04 Pour quelles raisons utilisez-vous ce moyen&nbsp;pour envoyer l'argent?:Sé,numeric,,,,0
s09bq04__2,9b.04 Pour quelles raisons utilisez-vous ce moyen&nbsp;pour envoyer l'argent?:Ra,numeric,,,,0
s09bq04__3,9b.04 Pour quelles raisons utilisez-vous ce moyen&nbsp;pour envoyer l'argent?:Mo,numeric,,,,0
s09bq04__4,9b.04 Pour quelles raisons utilisez-vous ce moyen&nbsp;pour envoyer l'argent?:Pr,numeric,,,,0
s09bq04__5,9b.04 Pour quelles raisons utilisez-vous ce moyen&nbsp;pour envoyer l'argent?:Pr,numeric,,,,0
s09bq04__6,9b.04 Pour quelles raisons utilisez-vous ce moyen&nbsp;pour envoyer l'argent?:J’,numeric,,,,0
s09bq04__7,9b.04 Pour quelles raisons utilisez-vous ce moyen&nbsp;pour envoyer l'argent?:Je,numeric,,,,0
s09bq04__8,9b.04 Pour quelles raisons utilisez-vous ce moyen&nbsp;pour envoyer l'argent?:Le,numeric,,,,0
s09bq04__9,9b.04 Pour quelles raisons utilisez-vous ce moyen&nbsp;pour envoyer l'argent?:Fa,numeric,,,,0
s09bq04__10,9b.04 Pour quelles raisons utilisez-vous ce moyen&nbsp;pour envoyer l'argent?:Fa,numeric,,,,0
s09bq04__96,9b.04 Pour quelles raisons utilisez-vous ce moyen&nbsp;pour envoyer l'argent?:Au,numeric,,,,0
s09bq04_autres,Autres raisons,character,,,,0
s09bq05__1,9b.05 Motifs du transfert&nbsp;: à quoi servi le transfert envoyé&nbsp;?:Soins d,numeric,,,,0
s09bq05__2,9b.05 Motifs du transfert&nbsp;: à quoi servi le transfert envoyé&nbsp;?:Scolari,numeric,,,,0
s09bq05__3,9b.05 Motifs du transfert&nbsp;: à quoi servi le transfert envoyé&nbsp;?:Aliment,numeric,,,,0
s09bq05__4,9b.05 Motifs du transfert&nbsp;: à quoi servi le transfert envoyé&nbsp;?:Achat é,numeric,,,,0
s09bq05__5,9b.05 Motifs du transfert&nbsp;: à quoi servi le transfert envoyé&nbsp;?:Achat t,numeric,,,,0
s09bq05__6,9b.05 Motifs du transfert&nbsp;: à quoi servi le transfert envoyé&nbsp;?:Funérai,numeric,,,,0
s09bq05__7,9b.05 Motifs du transfert&nbsp;: à quoi servi le transfert envoyé&nbsp;?:Créatio,numeric,,,,0
s09bq05__96,9b.05 Motifs du transfert&nbsp;: à quoi servi le transfert envoyé&nbsp;?:Autres,numeric,,,,0
s09bq05_autres,Autres raisons,character,,,,0
s09bq06,9b.06 Quelle est la destination (pays de réception) du transfert?,labelled,,,,0
s09bq06a,Région,character,,,,0
s09bq07,9b.07 Délai de traitement de la transaction&nbsp;: Combien de temps avez-vous mi,labelled,,,,0
s09bq08,9b.08 Envoi de transfert&nbsp;: Quel est le montant de la dernière transaction q,labelled,,,,0
s09bq09,9b.09 Quel est le montant des frais payés sur le dernier transfert ?,labelled,,,,0
s09bq10a,9b.10A Quel est le temps moyen que vous mettez à pied pour accéder à la société,labelled,,,,0
s09bq10b,9b.10B Quel est le temps moyen que vous mettez en transport public pour accéder,labelled,,,,0
s09bq10c,9b.10C Quel est le temps moyen que vous mettez en voiture pour accéder à la soci,labelled,,,,0
s09bq10d,9b.10D Quel est le temps moyen que vous mettez à moto pour accéder à la société,labelled,,,,0
s09bq10e,9b.10E Quel est le temps moyen que vous mettez à vélo pour accéder à la société,labelled,,,,0
s09bq10f,9b.10F Quel est le temps moyen que vous mettez avec d'autres moyens de transport,labelled,,,,0
s09bq10f_autre,Autre moyen de transport utilisé,character,,,,0
s09bq11,9b.11 Quelle est la distance qui vous sépare de votre agence de transfert d'arge,labelled,,,,0
s09bq12,9b.12 Liens Relationnels&nbsp;: à qui le transfert a-t-il été envoyé&nbsp;?,labelled,,,,0
s09bq12_autres,Autres raisons,character,,,,0
s10q01a,services financiers,labelled,,,,0
s10q01b,10.01b Le numéro est-il associé à un compte de Monnaie électronique ?,labelled,a_compte_mobile,numeric,Numéro associé à un compte monnaie électronique,1
s10q01c,10.01c Ce compte est-il actif ( A-t-il enregistré au moins une transactions au c,labelled,mobile_actif,numeric,Compte mobile money actif,1
s10q02a,10.02a Utilisez-vous un ou plusieurs  Entreprises de Monnaie Electronique (EME),labelled,multi_eme,numeric,Utilise plusieurs EME,1
s10q02b__1,"10.02b Si vous utilisez plusieurs comptes, dites nous pourquoi ?:Limite transact",numeric,,,,0
s10q02b__2,"10.02b Si vous utilisez plusieurs comptes, dites nous pourquoi ?:Plafond maximal",numeric,,,,0
s10q02b__3,"10.02b Si vous utilisez plusieurs comptes, dites nous pourquoi ?:Question de pru",numeric,,,,0
s10q02b__4,"10.02b Si vous utilisez plusieurs comptes, dites nous pourquoi ?:Diversification",numeric,,,,0
s10q02b__5,"10.02b Si vous utilisez plusieurs comptes, dites nous pourquoi ?:Risque lié à la",numeric,,,,0
s10q02b__6,"10.02b Si vous utilisez plusieurs comptes, dites nous pourquoi ?:Couverture rése",numeric,,,,0
s10q02b__96,"10.02b Si vous utilisez plusieurs comptes, dites nous pourquoi ?:Autres (Précise",numeric,,,,0
s10q02b_autres,Autre raison d'avoir plusieurs comptes,character,,,,0
s10q03__1,Nombres de compte:Orange Senegal,numeric,s10q03__1,numeric,Choix multiple : s10q03__1,1
s10q03__2,Nombres de compte:Free Senegal,numeric,s10q03__2,numeric,Choix multiple : s10q03__2,1
s10q03__3,Nombres de compte:Expresso Senegal,numeric,s10q03__3,numeric,Choix multiple : s10q03__3,1
s10q03__4,Nombres de compte:Promobile,numeric,s10q03__4,numeric,Choix multiple : s10q03__4,1
s10q03__5,Nombres de compte:Kirene avec Orange,numeric,s10q03__5,numeric,Choix multiple : s10q03__5,1
s10q03__96,Nombres de compte:Autres fournisseurs de téléphonie (Préciser________________),numeric,s10q03__96,numeric,Choix multiple : s10q03__96,1
s10q03_autres,Autre fournisseur de téléphonie mobile,character,,,,0
s10q04,10.04 Avez-vous fait une opération (retrait ou dépôt) auprès de votre agence mob,labelled,,,,0
s10q05,10.05 Combien de temps avez-vous passé dans l’institution lors de la dernière op,labelled,,,,0
s10q06,10.06 Faites-vous des transactions de monnaie électronique?,labelled,mobile_fait_transactions,numeric,Fait des transactions de monnaie électronique,1
s10q07__1,10.07 Quels fournisseurs de téléphonie mobile connaissez-vous ?:Orange Money,numeric,,,,0
s10q07__2,10.07 Quels fournisseurs de téléphonie mobile connaissez-vous ?:Wave,numeric,,,,0
s10q07__3,10.07 Quels fournisseurs de téléphonie mobile connaissez-vous ?:Free Money,numeric,,,,0
s10q07__4,10.07 Quels fournisseurs de téléphonie mobile connaissez-vous ?:Wizall Money,numeric,,,,0
s10q07__5,10.07 Quels fournisseurs de téléphonie mobile connaissez-vous ?:E-Money (Express,numeric,,,,0
s10q07__6,10.07 Quels fournisseurs de téléphonie mobile connaissez-vous ?:Yoban’tel,numeric,,,,0
s10q07__7,10.07 Quels fournisseurs de téléphonie mobile connaissez-vous ?:Coris Money,numeric,,,,0
s10q07__8,10.07 Quels fournisseurs de téléphonie mobile connaissez-vous ?:Kash Kash,numeric,,,,0
s10q07__96,10.07 Quels fournisseurs de téléphonie mobile connaissez-vous ?:Autres fournisse,numeric,,,,0
s10q07__10,"10.07 Quels fournisseurs de téléphonie mobile connaissez-vous ?:Non, n’est pas i",numeric,,,,0
s10q07__11,"10.07 Quels fournisseurs de téléphonie mobile connaissez-vous ?:Non, ne sait pas",numeric,,,,0
s10q07_autres,Autre fourniseur de téléphonie mobile,character,,,,0
s10q07b__0,10.07b Quel fournisseur de téléphonie mobile utilisez-vous ?:0,labelled,,,,0
s10q07b__1,10.07b Quel fournisseur de téléphonie mobile utilisez-vous ?:1,labelled,,,,0
s10q08,10.08 Depuis combien d’année avez-vous ouvert votre compte qui est encore actif?,numeric,,,,0
s10q09,10.09 Quel est le montant envoyé lors de votre dernière transaction ?,numeric,,,,0
s10q10,10.10 Quel est le montant des frais payés sur la dernière transaction effectuée,labelled,,,,0
s10q11,10.11 Quel est le montant reçu lors de votre dernière transaction ?,numeric,,,,0
s10q12,10.12 Quel est le montant des frais payés lors de la dernière reception,labelled,,,,0
s10q13a__1,"10.13a Parmi les services que proposent les opérateurs de monnaie électronique ,",numeric,,,,0
s10q13a__2,"10.13a Parmi les services que proposent les opérateurs de monnaie électronique ,",numeric,,,,0
s10q13a__3,"10.13a Parmi les services que proposent les opérateurs de monnaie électronique ,",numeric,,,,0
s10q13a__4,"10.13a Parmi les services que proposent les opérateurs de monnaie électronique ,",numeric,,,,0
s10q13a__5,"10.13a Parmi les services que proposent les opérateurs de monnaie électronique ,",numeric,,,,0
s10q13a__6,"10.13a Parmi les services que proposent les opérateurs de monnaie électronique ,",numeric,,,,0
s10q13a__7,"10.13a Parmi les services que proposent les opérateurs de monnaie électronique ,",numeric,,,,0
s10q13a__8,"10.13a Parmi les services que proposent les opérateurs de monnaie électronique ,",numeric,,,,0
s10q13a__9,"10.13a Parmi les services que proposent les opérateurs de monnaie électronique ,",numeric,,,,0
s10q13a__96,"10.13a Parmi les services que proposent les opérateurs de monnaie électronique ,",numeric,,,,0
s10q13a_autre,Préciser l'autre monnais electronique,character,,,,0
s10q13b__1,"10.13b Parmi les services que proposent les opérateurs de monnaie électronique,l",numeric,,,,0
s10q13b__2,"10.13b Parmi les services que proposent les opérateurs de monnaie électronique,l",numeric,,,,0
s10q13b__3,"10.13b Parmi les services que proposent les opérateurs de monnaie électronique,l",numeric,,,,0
s10q13b__4,"10.13b Parmi les services que proposent les opérateurs de monnaie électronique,l",numeric,,,,0
s10q13b__5,"10.13b Parmi les services que proposent les opérateurs de monnaie électronique,l",numeric,,,,0
s10q13b__6,"10.13b Parmi les services que proposent les opérateurs de monnaie électronique,l",numeric,,,,0
s10q13b__7,"10.13b Parmi les services que proposent les opérateurs de monnaie électronique,l",numeric,,,,0
s10q13b__8,"10.13b Parmi les services que proposent les opérateurs de monnaie électronique,l",numeric,,,,0
s10q13b__9,"10.13b Parmi les services que proposent les opérateurs de monnaie électronique,l",numeric,,,,0
s10q13b__96,"10.13b Parmi les services que proposent les opérateurs de monnaie électronique,l",numeric,,,,0
s10q13b_autre,Préciser l'autre service,character,,,,0
s10q14__1,10.14 Pour quelle raison n’utilisez-vous pas la monnaie électronique&nbsp;? (Cit,numeric,,,,0
s10q14__2,10.14 Pour quelle raison n’utilisez-vous pas la monnaie électronique&nbsp;? (Cit,numeric,,,,0
s10q14__3,10.14 Pour quelle raison n’utilisez-vous pas la monnaie électronique&nbsp;? (Cit,numeric,,,,0
s10q14__4,10.14 Pour quelle raison n’utilisez-vous pas la monnaie électronique&nbsp;? (Cit,numeric,,,,0
s10q14__5,10.14 Pour quelle raison n’utilisez-vous pas la monnaie électronique&nbsp;? (Cit,numeric,,,,0
s10q14__6,10.14 Pour quelle raison n’utilisez-vous pas la monnaie électronique&nbsp;? (Cit,numeric,,,,0
s10q14__7,10.14 Pour quelle raison n’utilisez-vous pas la monnaie électronique&nbsp;? (Cit,numeric,,,,0
s10q14__96,10.14 Pour quelle raison n’utilisez-vous pas la monnaie électronique&nbsp;? (Cit,numeric,,,,0
s10q14_autres,Autre raison de la non utilisation de la monaie electronique,character,,,,0
s10q15__1,"10.15 Et si demain les problèmes ci dessus évoqués étaient résolus, par lesquels",numeric,,,,0
s10q15__2,"10.15 Et si demain les problèmes ci dessus évoqués étaient résolus, par lesquels",numeric,,,,0
s10q15__3,"10.15 Et si demain les problèmes ci dessus évoqués étaient résolus, par lesquels",numeric,,,,0
s10q15__4,"10.15 Et si demain les problèmes ci dessus évoqués étaient résolus, par lesquels",numeric,,,,0
s10q15__5,"10.15 Et si demain les problèmes ci dessus évoqués étaient résolus, par lesquels",numeric,,,,0
s10q15__6,"10.15 Et si demain les problèmes ci dessus évoqués étaient résolus, par lesquels",numeric,,,,0
s10q15__7,"10.15 Et si demain les problèmes ci dessus évoqués étaient résolus, par lesquels",numeric,,,,0
s10q15__96,"10.15 Et si demain les problèmes ci dessus évoqués étaient résolus, par lesquels",numeric,,,,0
s10q15_a__0,Préciser lesquelles:0,character,,,,0
s10q15_a__0c,Préciser lesquelles:0c,numeric,,,,0
s10q15_a__1,Préciser lesquelles:1,character,,,,0
s10q15_a__1c,Préciser lesquelles:1c,numeric,,,,0
s10q15_a__2,Préciser lesquelles:2,character,,,,0
s10q15_a__2c,Préciser lesquelles:2c,numeric,,,,0
s10q15_a__3,Préciser lesquelles:3,character,,,,0
s10q15_a__3c,Préciser lesquelles:3c,numeric,,,,0
s10q15_a__4,Préciser lesquelles:4,character,,,,0
s10q15_a__4c,Préciser lesquelles:4c,numeric,,,,0
s10q15_autre,Préciser l'autre service,character,,,,0
s10q16__1,Appréciation Qualité du service&nbsp;::Défaillance dans le fonctionnement du sys,numeric,,,,0
s10q16__2,Appréciation Qualité du service&nbsp;::Pas assez de détaillants à proximité du d,numeric,,,,0
s10q16__3,Appréciation Qualité du service&nbsp;::Commissions trop élevées / Service cher,numeric,,,,0
s10q16__4,Appréciation Qualité du service&nbsp;::Problèmes de couverture réseau,numeric,,,,0
s10q16__5,Appréciation Qualité du service&nbsp;::Problèmes logistiques (batteries déchargé,numeric,,,,0
s10q16__6,Appréciation Qualité du service&nbsp;::Difficultés de manipulation,numeric,,,,0
s10q16__7,Appréciation Qualité du service&nbsp;::Manque d’argent disponible au niveau des,numeric,,,,0
s10q16__8,Appréciation Qualité du service&nbsp;::Aucune contrainte,numeric,,,,0
s10q16__96,Appréciation Qualité du service&nbsp;::Autres(à préciser),numeric,,,,0
s10q16_autres,Autre contrainte,character,,,,0
